Date,Date_1,Lot,AOI_ID,AOI_Scan_Amount,AOI_Pass_Amount,AOI_Reject_Amount,AOI_Yield,AOI_Yield_Die_Corner,AI_Pass_Amount,AI_Reject_Amount,AI_Yield,AI_Fail_Corner_Yield,Final_Pass_Amount,Final_Reject_Amount,Final_Yield,AI_EA_Overkill_Die_Corner,AI_EA_Overkill_Die_Surface,AI_Image_Overkill_Die_Corner,AI_Image_Overkill_Die_Surface,EA_over_kill_Die_Corner,EA_over_kill_Die_Surface,Image_Overkill_Die_Corner,Image_Overkill_Die_Surface,Total_Images,Image_Overkill,AI_Fail_EA_Die_Corner,AI_Fail_EA_Die_Surface,AI_Fail_Image_Die_Corner,AI_Fail_Image_Die_Surface,AI_Fail_Total,Total_AOI_Die_Corner_Image,AI_Pass,AI_Reduction_Die_Corner,AI_Reduction_All,True_Fail,True_Fail_Crack,True_Fail_Chipout,True_Fail_Die_Surface,True_Fail_Others,EA_True_Fail_Crack,EA_True_Fail_Chipout,EA_True_Fail_Die_Surface,EA_True_Fail_Others,EA_True_Fail_Crack_Chipout,Device_ID,OP_EA_Bond_Pad,OP_EA_Die_Corner,OP_EA_Crack,OP_EA_Edge_Die,OP_EA_Exessive_Probe_Mark,OP_EA_Film_Burr,OP_EA_Die_Surface,OP_EA_Op_Ink,OP_EA_Pad_Damage,OP_EA_Pad_Halo,OP_EA_Pad_Particle,OP_EA_Passivation_Effect,OP_EA_Pitting_Pad,OP_EA_Probing_Short,OP_EA_Residue,OP_EA_Scratch,OP_EA_Surface_Damage,OP_EA_Others,Die_Overkill
2024-08-07 18:20:31,2024-08-07,37SIZKW001,09,1192,1191,1,0.9991610738255033,0.9991610738255033,1192,0,1.0,1.0,1192,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:23:26,2024-08-07,37SIZQW001,19,1223,1177,46,0.9623875715453802,0.9623875715453802,1223,0,1.0,1.0,1223,0,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,65,65,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:26:28,2024-08-07,37SIZQW001,20,1201,1170,31,0.974188176519567,0.974188176519567,1201,0,1.0,1.0,1201,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,42,42,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:29:07,2024-08-07,37SIZQW001,21,1239,1239,0,1.0,1.0,1239,0,1.0,1.0,1239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:31:50,2024-08-07,37SIZQW001,22,1243,1242,1,0.999195494770716,0.999195494770716,1242,1,0.999195494770716,0.999195494770716,1243,0,1,0.0008045052292839903,0,1.0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 19:35:12,2024-08-07,37SIZQW001,23,1201,1145,56,0.9533721898417985,0.9533721898417985,1201,0,1.0,1.0,1201,0,1,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,98,98,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:38:30,2024-08-07,37SIZQW001,24,1276,1216,60,0.9529780564263323,0.9529780564263323,1276,0,1.0,1.0,1276,0,1,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,88,88,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:41:07,2024-08-07,37SIZQW001,25,1108,1108,0,1.0,1.0,1108,0,1.0,1.0,1108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:46:00,2024-08-07,37SIZMW001,19,1204,1200,4,0.9966777408637874,0.9966777408637874,1203,1,0.9991694352159468,0.9991694352159468,1204,0,1,0.0008305647840531562,0,0.25,0,1,0,1,0,4,1,1,0,1,0,1,4,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 19:48:48,2024-08-07,37SIZMW001,20,1205,1199,6,0.9950207468879668,0.9950207468879668,1204,1,0.9991701244813278,0.9991701244813278,1205,0,1,0.0008298755186721991,0,0.16666666666666666,0,1,0,1,0,6,1,1,0,1,0,1,6,5,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 19:51:33,2024-08-07,37SIZMW001,21,1206,1202,4,0.9966832504145937,0.9966832504145937,1206,0,1.0,1.0,1206,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:54:23,2024-08-07,37SIZMW001,22,1202,1196,6,0.9950083194675541,0.9950083194675541,1202,0,1.0,1.0,1202,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 19:57:08,2024-08-07,37SIZMW001,23,1246,1245,1,0.9991974317817014,0.9991974317817014,1246,0,1.0,1.0,1246,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:00:10,2024-08-07,37SIZMW001,24,1177,1176,1,0.9991503823279524,0.9991503823279524,1177,0,1.0,1.0,1177,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:03:08,2024-08-07,37SIZMW001,25,1219,1212,7,0.9942575881870386,0.9942575881870386,1219,0,1.0,1.0,1219,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,20,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:07:33,2024-08-07,37SIZNW001,01,1240,1213,27,0.978225806451613,0.978225806451613,1239,1,0.9991935483870967,0.9991935483870967,1240,0,1,0.0008064516129032258,0,0.03125,0,1,0,1,0,32,1,1,0,1,0,1,32,31,0.96875,0.96875,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:10:21,2024-08-07,37SIZNW001,02,1171,1167,4,0.9965841161400513,0.9974380871050385,1169,2,0.9982920580700256,0.9991460290350128,1170,1,0.9991460290350128,0.0008539709649871904,0,0.25,0.0,1,0,1,0,4,1,1,1,1,1,2,3,2,0.6666666666666666,0.5,1,0,0,1,0,0,0,1,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-08-07 20:13:11,2024-08-07,37SIZNW001,03,1213,1210,3,0.9975267930750206,0.9975267930750206,1213,0,1.0,1.0,1213,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,12,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:16:02,2024-08-07,37SIZNW001,04,1256,1247,9,0.9928343949044586,0.9968152866242038,1251,5,0.9960191082802548,1.0,1251,5,0.9960191082802548,0,0,0,0.0,0,0,0,0,9,0,0,5,0,5,5,4,4,1.0,0.4444444444444444,5,0,0,5,0,0,0,5,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2024-08-07 20:17:19,2024-08-07,32NEVUW002,17,3630,3607,23,0.99366391184573,0.99366391184573,3629,1,0.9997245179063361,0.9997245179063361,3630,0,1,0.0002754820936639118,0,0.009708737864077669,0,1,0,1,0,103,1,1,0,1,0,1,103,102,0.9902912621359223,0.9902912621359223,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:18:49,2024-08-07,37SIZNW001,05,1215,1210,5,0.9958847736625515,0.9958847736625515,1214,1,0.9991769547325103,0.9991769547325103,1215,0,1,0.0008230452674897119,0,0.2,0,1,0,1,0,5,1,1,0,1,0,1,5,4,0.8,0.8,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:21:37,2024-08-07,37SIZNW001,06,1251,1247,4,0.996802557953637,0.996802557953637,1251,0,1.0,1.0,1251,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:23:17,2024-08-07,32NEVUW002,18,3641,3569,72,0.9802252128536116,0.9804998626750893,3579,62,0.9829717110683878,0.9832463608898654,3641,0,1,0.01675363911013458,0.00027464982147761604,0.38125,0.00625,61,1,61,1,160,62,61,1,61,1,62,159,98,0.6163522012578616,0.6125,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2024-08-07 20:24:46,2024-08-07,37SIZNW001,07,1249,1211,38,0.9695756605284227,0.9695756605284227,1248,1,0.9991993594875901,0.9991993594875901,1249,0,1,0.0008006405124099279,0,0.017857142857142856,0,1,0,1,0,56,1,1,0,1,0,1,56,55,0.9821428571428571,0.9821428571428571,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:27:58,2024-08-07,37SIZNW001,08,1208,1155,53,0.9561258278145696,0.9561258278145696,1207,1,0.9991721854304636,0.9991721854304636,1208,0,1,0.0008278145695364238,0,0.014084507042253521,0,1,0,1,0,71,1,1,0,1,0,1,71,70,0.9859154929577465,0.9859154929577465,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:28:41,2024-08-07,32NEVUW002,19,3616,3596,20,0.9944690265486725,0.9944690265486725,3615,1,0.9997234513274337,0.9997234513274337,3616,0,1,0.0002765486725663717,0,0.014492753623188406,0,1,0,1,0,69,1,1,0,1,0,1,69,68,0.9855072463768116,0.9855072463768116,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:31:17,2024-08-07,37SIZNW001,09,1221,1157,64,0.9475839475839476,0.9533169533169533,1214,7,0.9942669942669943,1.0,1214,7,0.9942669942669943,0,0,0,0.0,0,0,0,0,83,0,0,7,0,9,9,74,74,1.0,0.891566265060241,9,0,0,9,0,0,0,7,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2024-08-07 20:34:16,2024-08-07,32NEVUW002,20,3585,3571,14,0.996094839609484,0.9963737796373779,3583,2,0.999442119944212,0.999721059972106,3585,0,1,0.0002789400278940028,0.0002789400278940028,0.010101010101010102,0.010101010101010102,1,1,1,1,99,2,1,1,1,1,2,98,97,0.9897959183673469,0.9797979797979798,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-08-07 20:35:55,2024-08-07,37SIZPW001,10,1220,1186,34,0.9721311475409836,0.9721311475409836,1218,2,0.9983606557377049,0.9983606557377049,1220,0,1,0.001639344262295082,0,0.05,0,2,0,2,0,40,2,2,0,2,0,2,40,38,0.95,0.95,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-08-07 20:39:08,2024-08-07,37SIZPW001,11,1229,1184,45,0.9633848657445078,0.9641985353946297,1227,2,0.9983726606997559,0.9991863303498779,1228,1,0.9991863303498779,0,0.0008136696501220504,0.0,0.014285714285714285,0,1,0,1,70,1,1,1,1,1,2,69,68,0.9855072463768116,0.9714285714285714,1,0,0,0,1,0,0,0,1,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2024-08-07 20:39:48,2024-08-07,32NEVUW003,21,3632,3621,11,0.9969713656387665,0.9969713656387665,3631,1,0.9997246696035242,0.9997246696035242,3632,0,1,0.00027533039647577095,0,0.012195121951219513,0,1,0,1,0,82,1,1,0,1,0,1,82,81,0.9878048780487805,0.9878048780487805,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:41:54,2024-08-07,37SIZPW001,12,1120,1117,3,0.9973214285714286,0.9982142857142857,1119,1,0.9991071428571429,1.0,1119,1,0.9991071428571429,0,0,0,0.0,0,0,0,0,3,0,0,1,0,1,1,2,2,1.0,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-08-07 20:44:43,2024-08-07,37SIZPW001,13,1239,1234,5,0.9959644874899112,0.9959644874899112,1239,0,1.0,1.0,1239,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:45:20,2024-08-07,32NEVUW003,22,3623,3610,13,0.9964118134142975,0.9964118134142975,3622,1,0.9997239856472536,0.9997239856472536,3623,0,1,0.0002760143527463428,0,0.01282051282051282,0,1,0,1,0,78,1,1,0,1,0,1,78,77,0.9871794871794872,0.9871794871794872,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:47:34,2024-08-07,37SIZPW001,14,1236,1232,4,0.9967637540453075,0.9967637540453075,1236,0,1.0,1.0,1236,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,13,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:50:44,2024-08-07,37SIZPW001,15,1233,1183,50,0.959448499594485,0.959448499594485,1233,0,1.0,1.0,1233,0,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,60,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:50:56,2024-08-07,32NEVUW003,23,3632,3617,15,0.9958700440528634,0.9958700440528634,3631,1,0.9997246696035242,0.9997246696035242,3632,0,1,0.00027533039647577095,0,0.010416666666666666,0,1,0,1,0,96,1,1,0,1,0,1,96,95,0.9895833333333334,0.9895833333333334,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 20:53:22,2024-08-07,37SIZPW001,16,1233,1233,0,1.0,1.0,1233,0,1.0,1.0,1233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:56:07,2024-08-07,37SIZPW001,17,1230,1229,1,0.9991869918699187,0.9991869918699187,1230,0,1.0,1.0,1230,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 20:56:35,2024-08-07,32NEVUW003,24,3592,3575,17,0.9952672605790646,0.9955456570155902,3589,3,0.9991648106904232,0.9994432071269488,3592,0,1,0.0005567928730512249,0.00027839643652561246,0.017241379310344827,0.008620689655172414,2,1,2,1,116,3,2,1,2,1,3,115,113,0.9826086956521739,0.9741379310344828,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2024-08-07 20:58:56,2024-08-07,37SIZPW001,18,1276,1275,1,0.9992163009404389,0.9992163009404389,1276,0,1.0,1.0,1276,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 21:01:52,2024-08-07,32NEVUW003,25,3631,3621,10,0.9972459377581934,0.9972459377581934,3631,0,1.0,1.0,3631,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,18,1.0,1.0,0,0,0,0,0,0,0,0,0,0,V701333AEAFE-3102-12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 21:45:03,2024-08-07,38SID2W001,02,1367,1360,7,0.9948792977322605,0.9948792977322605,1367,0,1.0,1.0,1367,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 21:47:52,2024-08-07,38SID2W001,03,1454,1452,2,0.9986244841815681,0.9986244841815681,1454,0,1.0,1.0,1454,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 21:50:46,2024-08-07,38SID2W001,04,1348,1340,8,0.9940652818991098,0.9955489614243324,1344,4,0.9970326409495549,0.9985163204747775,1345,3,0.9977744807121661,0.000741839762611276,0,0.09523809523809523,0.0,1,0,2,0,21,2,2,2,3,3,6,18,15,0.8333333333333334,0.7142857142857143,4,0,0,3,1,0,0,2,1,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
2024-08-07 21:53:36,2024-08-07,38SID2W001,05,1387,1381,6,0.9956741167988464,0.9956741167988464,1386,1,0.9992790194664743,0.9992790194664743,1387,0,1,0.0007209805335255948,0,0.16666666666666666,0,1,0,1,0,6,1,1,0,1,0,1,6,5,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-07 21:56:22,2024-08-07,38SID2W001,06,1316,1315,1,0.9992401215805471,0.9992401215805471,1316,0,1.0,1.0,1316,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 21:59:14,2024-08-07,38SID2W001,07,1293,1285,8,0.9938128383604021,0.9938128383604021,1291,2,0.9984532095901005,0.9984532095901005,1291,2,0.9984532095901005,0,0,0.0,0,0,0,0,0,8,0,2,0,2,0,2,8,6,0.75,0.75,2,0,1,0,1,0,1,0,1,1,M3992A00012-57U-O-12-P2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-07 22:02:04,2024-08-07,38SID2W001,08,1226,1219,7,0.9942903752039152,0.9951060358890701,1223,3,0.9975530179445351,0.99836867862969,1225,1,0.9991843393148451,0.0008156606851549756,0.0008156606851549756,0.14285714285714285,0.14285714285714285,1,1,1,1,7,2,2,1,2,1,3,6,4,0.6666666666666666,0.5714285714285714,1,0,1,0,0,0,1,0,0,1,M3992A00012-57U-O-12-P2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-08-07 22:05:01,2024-08-07,38SID2W001,09,1498,1485,13,0.9913217623497997,0.9959946595460614,1491,7,0.9953271028037384,1.0,1491,7,0.9953271028037384,0,0,0,0.0,0,0,0,0,22,0,0,7,0,12,12,10,10,1.0,0.45454545454545453,12,0,0,12,0,0,0,7,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2024-08-07 22:07:23,2024-08-07,324BD9M000,08,3435,3418,17,0.9950509461426492,0.9950509461426492,3421,14,0.995924308588064,0.995924308588064,3435,0,1,0.0040756914119359534,0,0.7777777777777778,0,14,0,14,0,18,14,14,0,14,0,14,18,4,0.2222222222222222,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,BMI482AAB-50U-O-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2024-08-07 22:08:12,2024-08-07,254BQEM002,21,8857,8754,103,0.9883707801738738,0.9889353054081518,8764,93,0.9894998306424297,0.9900643558767077,8807,50,0.9943547476572203,0.004854917014790561,0,0.5185185185185185,0.0,43,0,70,0,135,70,88,5,117,5,122,130,13,0.1,0.0962962962962963,52,0,3,5,46,0,3,5,42,3,BMI482AAB_16U_O_8_M002,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,43
2024-08-07 22:20:28,2024-08-07,254BQEM002,23,8813,8610,203,0.9769658459094519,0.9771927833881766,8623,190,0.978440939521162,0.9786678769998866,8639,174,0.9802564393509589,0.0018154998297968909,0,0.0842911877394636,0.0,16,0,22,0,261,22,188,2,244,2,246,259,15,0.05791505791505792,0.05747126436781609,224,1,9,2,212,1,9,2,162,10,BMI482AAB_16U_O_8_M002,83,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,16
2024-08-07 23:00:04,2024-08-07,31UYB7W005,03,3112,3112,0,1.0,1.0,3112,0,1.0,1.0,3112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MT3603BEN-BZAC-CSEBZAC-L-54U-O-12-P3-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 23:19:54,2024-08-07,38SID3W001,10,1319,1317,2,0.9984836997725549,0.9984836997725549,1319,0,1.0,1.0,1319,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 23:22:24,2024-08-07,38SID3W001,11,1328,1323,5,0.9962349397590361,0.9984939759036144,1325,3,0.9977409638554217,1.0,1325,3,0.9977409638554217,0,0,0,0.0,0,0,0,0,8,0,0,3,0,6,6,2,2,1.0,0.25,6,0,0,6,0,0,0,3,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2024-08-07 23:24:55,2024-08-07,38SID3W001,12,1309,1301,8,0.9938884644766998,0.9977081741787625,1303,6,0.9954163483575248,0.9992360580595875,1303,6,0.9954163483575248,0,0,0.0,0.0,0,0,0,0,11,0,1,5,2,6,8,5,3,0.6,0.2727272727272727,8,0,0,6,2,0,0,5,1,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
2024-08-07 23:27:26,2024-08-07,38SID3W001,13,1446,1443,3,0.9979253112033195,1.0,1443,3,0.9979253112033195,1.0,1443,3,0.9979253112033195,0,0,0,0.0,0,0,0,0,6,0,0,3,0,5,5,1,1,1.0,0.16666666666666666,5,0,0,5,0,0,0,3,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2024-08-07 23:29:49,2024-08-07,38SID3W001,14,1434,1434,0,1.0,1.0,1434,0,1.0,1.0,1434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 23:32:18,2024-08-07,38SID3W001,15,1444,1443,1,0.9993074792243767,1.0,1443,1,0.9993074792243767,1.0,1443,1,0.9993074792243767,0,0,0,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-08-07 23:34:41,2024-08-07,38SID3W001,16,1433,1433,0,1.0,1.0,1433,0,1.0,1.0,1433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 23:37:16,2024-08-07,38SID3W001,17,1428,1417,11,0.992296918767507,0.9971988795518207,1420,8,0.9943977591036415,0.9992997198879552,1420,8,0.9943977591036415,0,0,0.0,0.0,0,0,0,0,25,0,1,7,1,21,22,4,3,0.75,0.12,22,0,0,21,1,0,0,7,1,0,M3992A00012-57U-O-12-P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0
2024-08-07 23:50:13,2024-08-07,38SIA9W001,01,1195,1189,6,0.994979079497908,0.994979079497908,1195,0,1.0,1.0,1195,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 23:53:02,2024-08-07,38SIA9W001,02,1206,1201,5,0.9958540630182421,0.9958540630182421,1206,0,1.0,1.0,1206,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 23:55:41,2024-08-07,38SIA9W001,03,1208,1208,0,1.0,1.0,1208,0,1.0,1.0,1208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07 23:58:28,2024-08-07,38SIA9W001,04,1215,1209,6,0.9950617283950617,0.9950617283950617,1213,2,0.9983539094650206,0.9983539094650206,1215,0,1,0.0016460905349794238,0,0.3333333333333333,0,2,0,2,0,6,2,2,0,2,0,2,6,4,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,M3995A00012-42U-O-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
